SASOON DOCK	10	18.915407	72.825371	26100
STRAND CINEMA	10	18.918058	72.828049	26105
COLABA DEPOT	10	18.920923	72.830475	26109
HUTATMA CHK./MUMBAI UNIVERSITY	10	18.930857	72.83139	26110
HUTATMA CHK./MUMBAI UNIVERSITY	10	18.929291	72.829613	26119
HUTATMA CHK./MUMBAI UNIVERSITY	10	18.929459	72.829514	26122
KHADI BHANDAR	10	18.937239	72.833931	26123
KHADI BHANDAR	10	18.937452	72.834274	26124
CHH. SHIVAJI TERMINUS	10	18.941612	72.834496	26135
CHH. SHIVAJI TERMINUS	10	18.940708	72.833214	26136
CHH. SHIVAJI TERMINUS	10	18.940971	72.834654	26138
MAHATMA PHULE MARKET	10	18.944876	72.834015	26149
MAHATMA PHULE MARKET	10	18.947033	72.835518	26150
CHAKALA MARKET	10	18.949423	72.834663	26156
ZAKERIA MASJID	10	18.953514	72.833633	26159
ZAKERIA MASJID	10	18.952717	72.833473	26160
ZAKERIA MASJID	10	18.93692	72.837151	26165
JOHAR CHK.	10	18.959036	72.831696	26166
JOHAR CHK.	10	18.958059	72.830978	26056
DR.M.IQBAL CHK.	10	18.96253	72.831779	26058
BYCULLA STN(E)	10	18.97613	72.833321	26059
JIJAMATA UDN.	10	18.981253	72.834229	26060
JIJAMATA UDN.	10	18.980885	72.834381	26093
JIJAMATA UDN.	10	18.980366	72.835075	26094
JAIHIND CINEMA	10	18.985687	72.835403	26097
JAIHIND CINEMA	10	18.984207	72.835732	26098
SHANTARAM PUJARE CHK.	10	18.986683	72.834946	26009
SHANTARAM PUJARE CHK.	10	18.988302	72.836617	26011
SHANTARAM PUJARE CHK.	10	18.989866	72.835945	26015
SANT JAGNADE CHK.	10	18.993813	72.836456	26019
BHARATMATA CINEMA	10	18.996262	72.836769	26022
BHARATMATA CINEMA	10	18.995394	72.837029	26023
PAREL WORKSHOP	10	19.000025	72.837685	26024
MADKEBUWA CHK.	10	19.002674	72.838684	26026
MADKEBUWA CHK.	10	19.004309	72.841049	26028
MADKEBUWA CHK.	10	19.005968	72.838394	26029
HINDMATA CINEMA	10	19.010183	72.842293	26030
CHITRA CINEMA	10	19.013855	72.844612	26031
CHITRA CINEMA	10	19.013597	72.844917	26034
KHODADAD CIRCLE	10	19.019796	72.848991	26035
KHODADAD CIRCLE	10	19.019114	72.849022	26045
VEER KOTWAL UDN. (PLAZA)	10	19.023504	72.841949	26048
VEER KOTWAL UDN. (PLAZA)	10	19.021349	72.841866	26061
CITYLIGHT CINEMA	10	19.029787	72.841522	26132
CITYLIGHT CINEMA	10	19.031595	72.841423	26062
SHITALADEVI TEMPLE	10	19.036247	72.842293	26131
R.C.CHURCH	10	18.899797	72.81385	26155
PILOT BUNDER	10	18.904688	72.815895	26157
AFGHAN CHURCH	10	18.906887	72.816582	26072
COLABA BUS STN.	10	18.912884	72.822807	26158
COLABA BUS STN.	10	18.912088	72.821983	26174
COLABA BUS STN.	10	18.913555	72.822182	26175
MAHIM	10	19.041056	72.840836	26177
MAHIM	10	19.040657	72.841019	26183
MAHIM	10	19.041056	72.840836	26184
MAHIM	10	19.040657	72.841019	26073
TELEPHONE EXCHANGE	10	19.051344	72.836441	26077
TELEPHONE EXCHANGE	10	19.133921	72.825577	26185
AKSHAYA	10	19.052414	72.832436	26186
PARIJAT	10	19.05092	72.82975	26189
UNIT TRUST OF INDIA	10	19.04991	72.828072	26190
BND RECLAMATION BUS STN.	10	19.047804	72.826317	26191
DR.SHYAMAPRASAD MUKHERJI CHK./REGAL	10	18.925713	72.833389	26192
HUTATMA CHK. (SIDDHARTH COLLEGE)	10	18.934313	72.832535	26078
HUTATMA CHK. (SIDDHARTH COLLEGE)	10	18.932915	72.831902	26085
SIR ALIYAWAR JUNG INSTITUTE	10	19.052292	72.834343	26001
DR.SHYAMAPRASAD MUKHERJI CHK.	10	18.926397	72.831284	26002
DR.SHYAMAPRASAD MUKHERJI CHK.	10	18.9263	72.831314	26005
DR.SHYAMAPRASAD MUKHERJI CHK.	10	18.925882	72.833031	26086
DR.SHYAMAPRASAD MUKHERJI CHK.	10	18.926554	72.831665	26006
MAHIM BUS STN.	10	19.042852	72.845291	26007
MAHIM BUS STN.	10	19.041115	72.84111	26008
MAHIM BUS STN.	10	19.043222	72.841766	26054
MAHIM KOLIWADA	10	19.04587	72.838379	26064
COLABA BUS STN.	10	18.912884	72.822807	26065
COLABA BUS STN.	10	18.912088	72.821983	26130
COLABA BUS STN.	10	18.913555	72.822182	26133
RAM GANESH GADKARI CHK.	10	19.026056	72.840736	26179
RAM GANESH GADKARI CHK.	10	19.026182	72.840919	26053
RAM GANESH GADKARI CHK.	10	19.026299	72.840881	2114
RAM GANESH GADKARI CHK.	10	19.023678	72.839142	2027
RAM GANESH GADKARI CHK.	10	19.026056	72.840736	1067
RAM GANESH GADKARI CHK.	10	19.026182	72.840919	1091
RAM GANESH GADKARI CHK.	10	19.026299	72.840881	1092
RAM GANESH GADKARI CHK.	10	19.023678	72.839142	1074
MAHATMA PHULE MARKET	10	18.944876	72.834015	1095
MAHATMA PHULE MARKET	10	18.947033	72.835518	1028
A.H.ANSARI CHK.	10	18.970737	72.831413	1033
A.H.ANSARI CHK.	10	18.968761	72.833145	1001
A.H.ANSARI CHK.	10	18.970007	72.832787	2032
A.H.ANSARI CHK.	10	18.973822	72.832375	19074
A.H.ANSARI CHK./ NEW NAGPADA	10	18.966419	72.832466	2037
COLABA BUS STN./POST OFFICE	10	18.911091	72.820908	19075
SHINDEWADI	10	19.011667	72.843163	2038
COLABA BUS STN.	11	18.912884	72.822807	7333
COLABA BUS STN.	11	18.912088	72.821983	1002
COLABA BUS STN.	11	18.913555	72.822182	1003
SASOON DOCK	11	18.915407	72.825371	1042
STRAND CINEMA	11	18.918058	72.828049	3220
COLABA DEPOT	11	18.920923	72.830475	2049
DR.SHYAMAPRASAD MUKHERJI CHK.	11	18.926397	72.831284	3130
DR.SHYAMAPRASAD MUKHERJI CHK.	11	18.9263	72.831314	3134
DR.SHYAMAPRASAD MUKHERJI CHK.	11	18.925882	72.833031	3080
DR.SHYAMAPRASAD MUKHERJI CHK.	11	18.926554	72.831665	3081
HUTATMA CHK./MUMBAI UNIVERSITY	11	18.930857	72.83139	2052
HUTATMA CHK./MUMBAI UNIVERSITY	11	18.929291	72.829613	3083
HUTATMA CHK./MUMBAI UNIVERSITY	11	18.929459	72.829514	3005
CHH. SHIVAJI TERMINUS	11	18.941612	72.834496	19284
CHH. SHIVAJI TERMINUS	11	18.940708	72.833214	19285
CHH. SHIVAJI TERMINUS	11	18.940971	72.834654	19330
MAHATMA PHULE MARKET	11	18.944876	72.834015	19333
MAHATMA PHULE MARKET	11	18.947033	72.835518	19360
CHAKALA MARKET	11	18.949423	72.834663	19361
ZAKERIA MASJID	11	18.953514	72.833633	19163
ZAKERIA MASJID	11	18.952717	72.833473	7368
ZAKERIA MASJID	11	18.93692	72.837151	19044
JOHAR CHK.	11	18.959036	72.831696	19164
JOHAR CHK.	11	18.958059	72.830978	2002
DR.M.IQBAL CHK.	11	18.96253	72.831779	19167
A.H.ANSARI CHK./ NEW NAGPADA	11	18.966419	72.832466	7282
BYCULLA STN(E)	11	18.97613	72.833321	19179
JAIHIND CINEMA	11	18.985687	72.835403	7283
JAIHIND CINEMA	11	18.984207	72.835732	7265
SANT JAGNADE CHK.	11	18.993813	72.836456	7058
MADKEBUWA CHK.	11	19.002674	72.838684	19195
MADKEBUWA CHK.	11	19.004309	72.841049	7061
MADKEBUWA CHK.	11	19.005968	72.838394	19198
HINDMATA CINEMA	11	19.010183	72.842293	16219
KHODADAD CIRCLE	11	19.019796	72.848991	19221
KHODADAD CIRCLE	11	19.019114	72.849022	1169
VEER KOTWAL UDN. (PLAZA)	11	19.023504	72.841949	1174
VEER KOTWAL UDN. (PLAZA)	11	19.021349	72.841866	19013
CITYLIGHT CINEMA	11	19.029787	72.841522	1175
CITYLIGHT CINEMA	11	19.031595	72.841423	1210
SHITALADEVI TEMPLE	11	19.036247	72.842293	1212
KHADI BHANDAR	11	18.937239	72.833931	1101
KHADI BHANDAR	11	18.937452	72.834274	1110
JIJAMATA UDN.	11	18.981253	72.834229	19014
JIJAMATA UDN.	11	18.980885	72.834381	1115
JIJAMATA UDN.	11	18.980366	72.835075	1119
MAHIM	11	19.041056	72.840836	2183
MAHIM	11	19.040657	72.841019	1124
MAHIM	11	19.041056	72.840836	2184
MAHIM	11	19.040657	72.841019	1133
P.MOHD.RAFI CHK.	11	19.054104	72.837494	2203
P.MOHD.RAFI CHK.	11	19.054684	72.837158	2204
BANDRA TALKIES/SHROFF EYE HOSPITAL	11	19.06114	72.837036	1134
ST.TERESA CONVENT SCHOOL	11	19.077299	72.837555	2225
SANTACRUZ STN.RD.	11	19.080423	72.837761	1137
SANTACRUZ STN.RD.	11	19.083574	72.838135	2226
SANTACRUZ STN.RD.	11	19.080248	72.837685	1163
KHIRA NGR.	11	19.087999	72.838028	2143
SANTACRUZ DEPOT	11	19.092253	72.83873	1164
KHAR STN RD (W)	11	19.070448	72.837227	2146
DR.SHYAMAPRASAD MUKHERJI CHK./REGAL	11	18.925713	72.833389	2176
HUTATMA CHK. (SIDDHARTH COLLEGE)	11	18.934313	72.832535	1168
HUTATMA CHK. (SIDDHARTH COLLEGE)	11	18.932915	72.831902	1150
MAHIM BUS STN.	11	19.042852	72.845291	2178
MAHIM BUS STN.	11	19.041115	72.84111	2087
MAHIM BUS STN.	11	19.043222	72.841766	1151
COLABA BUS STN.	11	18.912884	72.822807	1048
COLABA BUS STN.	11	18.912088	72.821983	2105
COLABA BUS STN.	11	18.913555	72.822182	2090
RAM GANESH GADKARI CHK.	11	19.026056	72.840736	1052
RAM GANESH GADKARI CHK.	11	19.026182	72.840919	1054
RAM GANESH GADKARI CHK.	11	19.026299	72.840881	2103
RAM GANESH GADKARI CHK.	11	19.023678	72.839142	2012
RAM GANESH GADKARI CHK.	11	19.026056	72.840736	1057
RAM GANESH GADKARI CHK.	11	19.026182	72.840919	1059
RAM GANESH GADKARI CHK.	11	19.026299	72.840881	2015
RAM GANESH GADKARI CHK.	11	19.023678	72.839142	1060
HUTATMA CHK./MUMBAI UNIVERSITY	11	18.930857	72.83139	2178
HUTATMA CHK./MUMBAI UNIVERSITY	11	18.929291	72.829613	2183
HUTATMA CHK./MUMBAI UNIVERSITY	11	18.929459	72.829514	2184
MAHATMA PHULE MARKET	11	18.944876	72.834015	2203
MAHATMA PHULE MARKET	11	18.947033	72.835518	2204
A.H.ANSARI CHK.	11	18.970737	72.831413	2143
A.H.ANSARI CHK.	11	18.968761	72.833145	2146
A.H.ANSARI CHK.	11	18.970007	72.832787	2176
A.H.ANSARI CHK.	11	18.973822	72.832375	2105
VEER KOTWAL UDN. (PLAZA)	16	19.023504	72.841949	2090
VEER KOTWAL UDN. (PLAZA)	16	19.021349	72.841866	2103
RAM GANESH GADKARI CHK.	16	19.026056	72.840736	2015
RAM GANESH GADKARI CHK.	16	19.026182	72.840919	2114
RAM GANESH GADKARI CHK.	16	19.026299	72.840881	2027
RAM GANESH GADKARI CHK.	16	19.023678	72.839142	2032
SHITALADEVI TEMPLE	16	19.036247	72.842293	2049
MAHIM	16	19.041056	72.840836	2052
MAHIM	16	19.040657	72.841019	2002
P.MOHD.RAFI CHK.	16	19.054104	72.837494	1175
P.MOHD.RAFI CHK.	16	19.054684	72.837158	1212
BANDRA TALKIES/SHROFF EYE HOSPITAL	16	19.06114	72.837036	1101
SANTACRUZ STN.RD.	16	19.080423	72.837761	1110
SANTACRUZ STN.RD.	16	19.083574	72.838135	1119
SANTACRUZ STN.RD.	16	19.080248	72.837685	1124
SANTACRUZ DEPOT	16	19.092253	72.83873	1133
NANAVATI HOSPITAL	16	19.095222	72.839493	1134
VILE PARLE	16	19.102425	72.839272	1137
VILE PARLE	16	19.101467	72.838829	1057
VILE PARLE	16	19.10173	72.83886	1091
BEHRAM BAUG	16	19.146688	72.836517	1092
BEHRAM BAUG	16	19.146343	72.836769	1073
BEHRAM BAUG	16	19.145716	72.836609	1028
GOREGAON DEPOT	16	19.154505	72.835236	1042
KHAR STN RD (W)	16	19.070448	72.837227	3220
WADALA DEPOT	16	19.014797	72.852425	3217
DR.COOPER HOSPITAL	16	19.107756	72.836639	3134
ESIC NGR.	16	19.121365	72.829704	3081
LAXMI INDL.EST.	16	19.135925	72.831787	3083
ADARSH NGR.	16	19.145609	72.831001	3005
ADARSH NGR.	16	19.01614	72.823029	26162
CHINCHOLI BUNDER RD.	16	19.180252	72.836075	26164
KACHPADA	16	19.189356	72.835129	26187
ASMITA JYOTI	16	19.196802	72.827362	26188
KHODADAD CIRCLE (DADAR WORKSHOP)	16	19.016508	72.849892	16236
KHODADAD CIRCLE (DADAR WORKSHOP)	16	19.016912	72.849411	16246
SHASTRI NGR.	16	19.160305	72.834747	16059
SHASTRI NGR.	16	19.086966	72.834404	16067
SHASTRI NGR.	16	19.218128	72.851517	16069
BANGUR NGR.	16	19.168901	72.835083	16012
J.V.P.D.BUS STN.	16	19.116583	72.829712	16011
J.V.P.D.BUS STN.	16	19.115868	72.83139	1135
J.V.P.D.BUS STN.	16	19.116117	72.831718	1043
J.V.P.D.BUS STN.	16	19.115763	72.831421	1067
J.V.P.D.BUS STN.	16	19.114761	72.830116	1031
J.V.P.D.BUS STN.	16	19.116135	72.82872	37245
DR.SHYAMAPRASAD MUKHERJI CHK.	17	18.926397	72.831284	37363
DR.SHYAMAPRASAD MUKHERJI CHK.	17	18.9263	72.831314	26067
DR.SHYAMAPRASAD MUKHERJI CHK.	17	18.925882	72.833031	2179
DR.SHYAMAPRASAD MUKHERJI CHK.	17	18.926554	72.831665	26129
HUTATMA CHK./MUMBAI UNIVERSITY	17	18.930857	72.83139	26134
HUTATMA CHK./MUMBAI UNIVERSITY	17	18.929291	72.829613	35090
HUTATMA CHK./MUMBAI UNIVERSITY	17	18.929459	72.829514	35091
CHH. SHIVAJI TERMINUS	17	18.941612	72.834496	35111
CHH. SHIVAJI TERMINUS	17	18.940708	72.833214	35117
CHH. SHIVAJI TERMINUS	17	18.940971	72.834654	35178
ZAKERIA MASJID	17	18.953514	72.833633	35184
ZAKERIA MASJID	17	18.952717	72.833473	16236
ZAKERIA MASJID	17	18.93692	72.837151	16091
